Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,P.S. 052 SHEEPSHEAD BAY,3.322E+11,22K052,22,40.587404,-73.940251,"2675 E 29TH ST BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05",PK,5,No,0.57,"$53,239.96 ",17%,16%,14%,15%,29%,53%,94%,20%,87%,Meeting Target,82%,Meeting Target,92%,Meeting Target,72%,Approaching Target,82%,Approaching Target,85%,Meeting Target,Meeting Target,2.65,3.06,134,18,0,2,3,0,11,0,0,7,141,41,0,5,5,0,25,0,0,19,117,22,0,0,1,4,17,0,0,11,124,30,0,0,1,6,21,0,0,20,125,17,0,0,0,4,13,0,0,10,131,28,0,0,0,7,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 078 ROY H. MANN,3.322E+11,22K078,22,40.620767,-73.912988,"1420 E 68TH ST BROOKLYN, NY 11234",BROOKLYN,11234,"06,07,08",6,8,No,0.546,N/A,5%,5%,73%,10%,83%,11%,93%,22%,82%,Meeting Target,81%,Meeting Target,77%,Meeting Target,78%,Approaching Target,74%,Approaching Target,86%,Approaching Target,Approaching Target,2.31,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,7,0,4,1,0,0,0,0,6,172,6,0,3,2,0,0,0,0,4,190,3,0,2,0,0,0,0,0,2,184,3,0,1,0,0,0,0,0,3,243,6,0,5,0,0,0,0,0,5,189,0,0,0,0,0,0,0,0,0
,,,P.S. 109,3.322E+11,22K109,22,40.636004,-73.933149,"1001 E 45TH ST BROOKLYN, NY 11210",BROOKLYN,11210,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.738,"$55,488.67 ",6%,2%,80%,15%,95%,3%,93%,23%,85%,Approaching Target,84%,Approaching Target,82%,Meeting Target,81%,Meeting Target,83%,Approaching Target,88%,Meeting Target,Meeting Target,2.32,2.2,68,2,0,2,0,0,0,0,0,2,66,8,0,7,0,0,0,0,0,6,50,10,0,8,0,0,0,0,0,0,50,8,0,7,0,0,0,0,0,0,52,2,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,94,14,0,13,0,0,0,0,0,13,94,0,0,0,0,0,0,0,0,0,73,4,0,4,0,0,0,0,0,4,72,1,0,1,0,0,0,0,0,1,76,3,0,2,0,0,0,0,0,3,56,2,0,2,0,0,0,0,0,1
,,,P.S. 119 AMERSFORT,3.322E+11,22K119,22,40.626035,-73.938787,"3829 AVE K BROOKLYN, NY 11210",BROOKLYN,11210,"0K,01,02,03,04,05",0K,5,No,0.667,"$56,218.99 ",6%,14%,70%,13%,83%,1%,96%,10%,98%,Meeting Target,96%,Meeting Target,95%,Exceeding Target,93%,Exceeding Target,86%,Meeting Target,99%,Exceeding Target,Meeting Target,2.43,2.5,84,2,0,2,0,0,0,0,0,0,88,7,0,5,0,2,0,0,0,4,79,9,0,7,1,0,0,0,0,5,81,3,0,3,0,0,0,0,0,1,80,2,0,2,0,0,0,0,0,1,81,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. K134,3.322E+11,22K134,22,40.632284,-73.973274,"4001 18TH AVE BROOKLYN, NY 11218",BROOKLYN,11218,"PK,0K,01,02,03,04,05",PK,5,No,0.795,"$39,695.31 ",23%,41%,9%,13%,22%,36%,96%,10%,94%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,87%,Meeting Target,84%,Meeting Target,97%,Exceeding Target,Exceeding Target,2.81,3.24,91,13,0,3,2,4,4,0,0,6,97,41,0,0,3,15,20,0,1,28,74,29,0,4,2,13,10,0,0,18,75,33,0,3,1,18,11,0,0,21,83,17,0,4,3,5,5,0,0,10,89,22,0,3,4,7,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 139 ALEXINE A. FENTY,3.322E+11,22K139,22,40.641322,-73.965829,"330 RUGBY RD BROOKLYN, NY 11226",BROOKLYN,11226,"PK,0K,01,02,03,04,05",PK,5,No,0.667,"$50,545.80 ",17%,17%,31%,39%,70%,9%,95%,16%,79%,Approaching Target,77%,Approaching Target,82%,Meeting Target,65%,Not Meeting Target,83%,Approaching Target,82%,Approaching Target,Approaching Target,2.39,2.67,161,8,0,2,0,2,0,0,0,6,168,23,0,2,10,4,0,0,0,18,136,22,0,6,6,4,0,0,0,13,137,22,0,7,5,5,0,0,0,15,147,16,0,4,2,5,0,0,0,9,148,15,0,3,2,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,SCHOOL OF SCIENCE & TECHNOLOGY,3.322E+11,22K152,22,40.632709,-73.95457,"725 E 23RD ST BROOKLYN, NY 11210",BROOKLYN,11210,"PK,0K,01,02,03,04,05",PK,5,No,0.753,"$45,469.71 ",13%,5%,64%,26%,90%,3%,94%,22%,89%,Exceeding Target,87%,Meeting Target,88%,Meeting Target,72%,Approaching Target,85%,Meeting Target,87%,Meeting Target,Approaching Target,2.34,2.36,170,3,0,1,1,0,0,0,0,2,172,10,0,4,3,1,0,0,2,8,134,12,0,8,2,2,0,0,0,7,139,4,0,1,0,2,1,0,1,2,119,6,0,4,0,0,0,0,0,2,121,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 193 GIL HODGES,3.322E+11,22K193,22,40.621852,-73.950283,"2515 AVE L BROOKLYN, NY 11210",BROOKLYN,11210,"PK,0K,01,02,03,04,05",PK,5,No,0.556,"$54,582.78 ",17%,17%,47%,14%,61%,18%,95%,15%,85%,Exceeding Target,81%,Meeting Target,89%,Meeting Target,61%,Not Meeting Target,83%,Approaching Target,81%,Approaching Target,Meeting Target,2.69,2.8,125,9,0,5,0,3,1,0,0,2,128,15,0,6,0,6,3,0,0,7,139,30,0,12,3,6,7,0,0,18,142,21,0,7,1,4,8,0,0,13,132,20,0,13,0,4,2,0,0,13,137,15,0,6,0,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 194 RAOUL WALLENBERG,3.322E+11,22K194,22,40.597404,-73.934085,"3117 AVE W BROOKLYN, NY 11229",BROOKLYN,11229,"PK,0K,01,02,03,04,05",PK,5,No,0.842,"$31,128.43 ",8%,12%,49%,23%,73%,14%,91%,36%,95%,Meeting Target,95%,Meeting Target,90%,Meeting Target,90%,Exceeding Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,2.35,2.43,81,7,0,1,3,0,1,0,0,6,82,13,0,2,3,0,3,0,0,10,55,5,0,0,2,0,2,0,0,3,59,11,0,2,3,0,2,0,3,7,60,2,0,0,0,2,0,0,0,1,62,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 195 MANHATTAN BEACH,3.322E+11,22K195,22,40.580244,-73.943592,"131 IRWIN ST BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05",PK,5,No,0.262,"$75,529.15 ",11%,3%,3%,2%,5%,92%,94%,14%,94%,Exceeding Target,94%,Exceeding Target,95%,Meeting Target,86%,Meeting Target,87%,Meeting Target,95%,Exceeding Target,Meeting Target,3.06,3.44,79,11,0,0,0,1,8,0,0,5,80,46,0,0,0,4,38,0,0,14,81,35,0,0,0,0,0,0,0,9,82,46,0,0,0,0,0,0,0,9,61,17,0,0,0,0,16,0,0,2,61,31,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 197 - THE KINGS HIGHWAY ACADEMY,3.322E+11,22K197,22,40.612571,-73.951555,"1599 E 22ND ST BROOKLYN, NY 11210",BROOKLYN,11210,"PK,0K,01,02,03,04,05",PK,5,No,0.635,"$47,497.36 ",24%,9%,12%,17%,29%,59%,94%,17%,95%,Meeting Target,93%,Meeting Target,96%,Meeting Target,87%,Meeting Target,83%,Meeting Target,96%,Exceeding Target,Meeting Target,2.65,2.93,83,7,0,1,1,0,4,0,0,3,87,24,0,5,2,0,12,0,1,11,89,15,0,0,0,3,11,0,0,5,94,15,0,0,2,2,11,0,2,6,74,9,0,0,3,0,4,0,0,5,78,13,0,0,4,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 198 BROOKLYN,3.322E+11,22K198,22,40.636966,-73.937009,"4105 FARRAGUT RD BROOKLYN, NY 11210",BROOKLYN,11210,"PK,0K,01,02,03,04,05",PK,5,No,0.666,"$60,517.36 ",4%,3%,87%,7%,94%,1%,93%,24%,94%,Meeting Target,93%,Meeting Target,91%,Meeting Target,87%,Exceeding Target,90%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.46,2.45,77,3,0,3,0,0,0,0,0,1,77,7,0,6,0,0,0,0,0,6,78,13,0,12,0,0,0,0,0,8,78,7,0,6,0,0,0,0,0,4,63,5,0,5,0,0,0,0,0,5,64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 203 FLOYD BENNETT SCHOOL,3.322E+11,22K203,22,40.621911,-73.925723,"5101 AVE M BROOKLYN, NY 11234",BROOKLYN,11234,"PK,0K,01,02,03,04,05",PK,5,No,0.585,"$70,008.97 ",4%,5%,79%,9%,89%,3%,95%,17%,90%,Meeting Target,89%,Exceeding Target,87%,Meeting Target,82%,Meeting Target,86%,Meeting Target,95%,Exceeding Target,Meeting Target,2.43,2.61,128,7,0,4,1,0,0,0,0,4,129,12,0,7,3,0,0,0,0,6,127,8,0,8,0,0,0,0,0,5,131,8,0,8,0,0,0,0,0,5,100,4,0,3,1,0,0,0,0,0,102,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 206 JOSEPH F LAMB,3.322E+11,22K206,22,40.597135,-73.948515,"2200 GRAVESEND NECK RD BROOKLYN, NY 11229",BROOKLYN,11229,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.497,"$57,254.23 ",19%,46%,2%,11%,13%,39%,96%,9%,92%,Meeting Target,91%,Exceeding Target,87%,Meeting Target,84%,Meeting Target,79%,Approaching Target,89%,Meeting Target,Exceeding Target,2.98,3.26,173,23,0,0,1,12,10,0,0,12,180,75,0,0,1,55,19,0,2,49,165,50,0,0,1,33,16,0,1,31,176,61,0,0,1,39,20,0,2,41,159,28,0,0,1,20,6,0,0,20,169,54,0,0,1,40,12,0,1,35,118,33,0,0,0,14,19,0,0,22,120,39,0,0,0,26,11,0,4,31,118,22,0,0,1,8,11,0,0,15,119,30,0,0,0,17,12,0,0,21,111,23,0,3,1,6,13,0,0,16,68,2,0,0,0,0,2,0,0,0
,,,P.S. 207 ELIZABETH G. LEARY,3.322E+11,22K207,22,40.613779,-73.930304,"4011 FILLMORE AVE BROOKLYN, NY 11234",BROOKLYN,11234,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.315,"$73,629.22 ",3%,10%,35%,15%,49%,39%,96%,7%,93%,Meeting Target,91%,Exceeding Target,89%,Exceeding Target,84%,Meeting Target,84%,Meeting Target,92%,Meeting Target,Meeting Target,2.91,2.99,120,13,0,3,4,0,4,0,0,7,121,29,0,13,3,0,7,0,0,8,152,35,0,7,4,0,23,0,0,11,151,43,0,6,3,0,31,0,0,13,139,21,0,3,2,0,12,0,0,6,138,31,0,5,6,0,14,0,0,10,127,31,0,11,4,6,8,0,0,14,122,26,0,5,4,5,10,0,0,12,136,40,0,14,2,0,19,0,0,16,134,33,0,8,2,0,18,0,0,14,63,19,0,3,3,3,10,0,0,4,25,0,0,0,0,0,0,0,0,0
,,,P.S. 217 COLONEL DAVID MARCUS SCHOOL,3.322E+11,22K217,22,40.633626,-73.966273,"1100 NEWKIRK AVE BROOKLYN, NY 11230",BROOKLYN,11230,"PK,0K,01,02,03,04,05",PK,5,No,0.711,"$50,085.45 ",22%,49%,11%,19%,30%,19%,94%,15%,92%,Exceeding Target,86%,Meeting Target,92%,Meeting Target,76%,Approaching Target,83%,Approaching Target,86%,Meeting Target,Meeting Target,2.72,2.89,170,21,0,0,2,6,9,0,0,9,174,37,0,0,5,16,14,0,0,18,187,47,0,0,4,26,11,0,0,18,191,46,0,0,5,26,9,0,0,22,186,32,0,0,3,13,11,0,0,14,191,43,0,0,5,20,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 222 KATHERINE R. SNYDER,3.322E+11,22K222,22,40.613814,-73.938999,"3301 QUENTIN RD BROOKLYN, NY 11234",BROOKLYN,11234,"PK,0K,01,02,03,04,05",PK,5,No,0.393,"$74,211.29 ",4%,19%,15%,19%,34%,45%,95%,11%,98%,Meeting Target,94%,Exceeding Target,98%,Exceeding Target,86%,Meeting Target,88%,Meeting Target,97%,Exceeding Target,Exceeding Target,3.03,3.32,146,8,0,0,1,0,6,0,0,4,146,51,0,2,6,0,31,0,0,23,122,32,0,2,5,0,20,0,0,13,123,49,0,6,9,0,25,0,0,24,115,21,0,0,0,9,10,0,0,9,117,32,0,0,2,19,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 234 ARTHUR W. CUNNINGHAM,3.322E+11,22K234,22,40.604437,-73.955171,"1875 E 17TH ST BROOKLYN, NY 11229",BROOKLYN,11229,"06,07,08",6,8,No,0.463,N/A,9%,25%,17%,11%,28%,45%,96%,10%,88%,Meeting Target,89%,Exceeding Target,85%,Meeting Target,85%,Meeting Target,73%,Approaching Target,91%,Meeting Target,Meeting Target,3.09,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,141,1,19,5,48,64,4,0,68,646,281,1,30,17,95,129,9,8,138,634,157,0,27,14,48,67,0,0,85,649,263,0,33,18,79,131,0,3,146,604,176,0,19,0,60,92,0,0,87,617,234,0,23,0,96,109,0,7,127
,,,P.S. 236 MILL BASIN,3.322E+11,22K236,22,40.615756,-73.912375,"6302 AVE U BROOKLYN, NY 11234",BROOKLYN,11234,"PK,0K,01,02,03,04,05",PK,5,No,0.305,"$62,626.93 ",5%,10%,23%,12%,35%,51%,95%,10%,94%,Meeting Target,95%,Meeting Target,96%,Meeting Target,86%,Exceeding Target,86%,Meeting Target,98%,Exceeding Target,Meeting Target,3.12,3.38,89,22,0,4,4,0,11,0,0,8,90,44,0,8,6,7,23,0,0,14,72,30,0,4,0,5,19,0,0,9,72,28,0,3,0,8,16,0,0,10,102,23,0,6,1,0,13,0,0,5,102,33,0,6,2,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,ANDRIES HUDDE,3.322E+11,22K240,22,40.623798,-73.946824,"2500 NOSTRAND AVE BROOKLYN, NY 11210",BROOKLYN,11210,"06,07,08",6,8,No,0.61,N/A,8%,18%,63%,12%,74%,7%,95%,15%,88%,Approaching Target,87%,Approaching Target,80%,Meeting Target,81%,Meeting Target,77%,Approaching Target,91%,Meeting Target,Meeting Target,2.51,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,9,0,7,0,2,0,0,0,7,243,14,0,5,0,7,0,0,2,12,267,11,0,7,2,2,0,0,0,8,273,9,0,4,2,3,0,0,0,9,285,28,0,17,2,7,2,0,0,22,292,70,0,32,7,27,4,0,0,56
,,,P.S. 245,3.322E+11,22K245,22,40.644838,-73.962837,"249 E 17TH ST BROOKLYN, NY 11226",BROOKLYN,11226,"PK,0K,01,02,03,04,05",PK,5,No,0.705,"$41,740.33 ",16%,3%,51%,43%,93%,2%,95%,13%,94%,Meeting Target,97%,Exceeding Target,95%,Exceeding Target,89%,Exceeding Target,90%,Exceeding Target,93%,Meeting Target,Exceeding Target,2.75,2.93,44,1,0,0,0,0,0,0,0,1,45,3,0,2,0,0,0,0,0,3,48,9,0,0,3,0,0,0,0,0,49,14,0,0,9,0,0,0,0,0,41,2,0,1,1,0,0,0,0,0,41,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 251 PAERDEGAT,3.322E+11,22K251,22,40.631331,-73.92384,"1037 E 54TH ST BROOKLYN, NY 11234",BROOKLYN,11234,"PK,0K,01,02,03,04,05",PK,5,No,0.646,"$50,557.18 ",6%,4%,77%,13%,90%,5%,93%,24%,84%,Approaching Target,77%,Approaching Target,87%,Meeting Target,71%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Approaching Target,2.27,2.35,68,3,0,3,0,0,0,0,0,2,70,2,0,1,0,0,0,0,0,1,83,3,0,2,1,0,0,0,0,1,82,2,0,1,0,0,0,0,0,0,80,1,0,1,0,0,0,0,0,1,80,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 254 DAG HAMMARSKJOLD,3.322E+11,22K254,22,40.590901,-73.95149,"1801 AVE Y BROOKLYN, NY 11235",BROOKLYN,11235,"PK,0K,01,02,03,04,05",PK,5,No,0.474,"$50,946.78 ",15%,33%,1%,9%,11%,56%,95%,12%,93%,Approaching Target,90%,Meeting Target,96%,Meeting Target,82%,Meeting Target,81%,Approaching Target,91%,Meeting Target,Exceeding Target,3.02,3.43,136,25,0,0,0,6,19,0,0,12,138,68,0,0,0,22,45,0,1,34,104,44,0,0,0,20,20,0,0,25,106,47,0,0,0,20,22,0,1,29,108,33,0,0,2,17,12,0,0,21,110,40,0,0,0,20,19,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 255 BARBARA REING SCHOOL,3.322E+11,22K255,22,40.604467,-73.956004,"1866 E 17TH ST BROOKLYN, NY 11229",BROOKLYN,11229,"PK,0K,01,02,03,04,05",PK,5,No,0.623,"$46,872.04 ",19%,23%,3%,11%,14%,62%,96%,9%,90%,Meeting Target,92%,Exceeding Target,96%,Exceeding Target,81%,Meeting Target,83%,Approaching Target,91%,Meeting Target,Meeting Target,2.76,3.21,147,21,0,0,2,3,13,0,0,10,158,42,0,0,4,9,27,0,3,24,148,37,0,0,1,9,27,0,0,26,157,51,0,0,2,10,38,0,6,36,132,20,0,0,4,4,11,0,0,15,136,38,0,0,3,12,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
